Bailey,Continent,20,10,11,12,30,40,130,140,120,121,122,110,80,81,82,50,100,60,62,61,90,70,71,72,160,170,180,150,151,152,153,190,200,201,202,210,220,230
62,Africa,"95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","1,0,0,99","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","75,0,0,25","95,0,1,4","8,0,0,2","8,0,1,1","8,0,1,1","8,0,1,1","40,0,5,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
62,Oceania_NZ,"30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","94,0,1,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","50,43,1,1","50,43,1,1","45,49,5,1","60,38,1,1","45,49,5,1","60,38,1,1","89,5,1,5","84,10,1,5","89,5,1,5","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","4,4,1,1","5,3,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
62,Oceania,"30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","94,0,1,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","50,43,1,1","50,43,1,1","45,49,5,1","60,38,1,1","45,49,5,1","60,38,1,1","89,5,1,5","84,10,1,5","89,5,1,5","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","4,4,1,1","5,3,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
62,EurAsia,"30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","30,60,5,5","94,1,0,5","1,0,0,99","70,15,10,5","70,15,10,5","70,15,10,5","65,29,1,5","60,15,10,15","40,35,10,15","60,15,10,15","25,65,5,5","25,60,10,5","40,35,10,15","40,50,5,5","40,35,10,15","40,35,10,15","60,15,10,15","40,35,10,15","60,15,10,15","20,60,5,15","75,0,0,25","20,20,5,55","3,6,0,1","3,4,1,2","6,2,1,1","3,5,0,2","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
62,North America,"40,35,10,15","40,35,10,15","40,35,10,15","40,35,10,15","40,35,10,15","40,35,10,15","94,1,0,5","1,0,0,99","70,23,2,5","70,23,2,5","70,23,2,5","65,29,1,5","25,69,5,1","5,89,5,1","25,69,5,1","25,65,5,5","25,60,10,5","40,35,10,15","40,50,5,5","40,35,10,15","40,35,10,15","25,69,5,1","5,89,5,1","25,69,5,1","20,60,5,15","75,0,0,25","20,20,5,55","3,6,0,1","3,4,1,2","6,2,1,1","3,5,0,2","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
62,South America,"60,20,10,10","60,20,10,10","60,20,10,10","60,20,10,10","60,20,10,10","60,20,10,10","95,0,1,4","1,0,0,99","75,15,5,5","75,15,5,5","75,15,5,5","70,23,2,5","83,10,2,5","70,23,2,5","83,10,2,5","35,59,1,5","35,59,1,5","20,78,1,1","50,45,1,4","20,78,1,1","20,78,1,1","83,10,2,5","70,23,2,5","83,10,2,5","50,48,1,1","75,0,0,25","75,0,0,25","7,1,0,2","1,6,1,2","5,2,1,2","7,1,0,2","20,22,1,7","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
63,Africa,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
63,Oceania_NZ,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
63,Oceania,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
63,EurAsia,"30,69,0,1","30,69,0,1","30,69,0,1","30,69,0,1","30,69,0,1","30,69,0,1","90,5,0,5","1,0,0,99","90,5,0,5","90,5,0,5","90,5,0,5","75,20,0,5","60,39,0,1","30,69,0,1","60,39,0,1","49,50,0,1","49,50,0,1","30,69,0,1","49,50,0,1","30,69,0,1","30,69,0,1","60,39,0,1","30,69,0,1","60,39,0,1","75,20,0,5","75,0,0,25","30,10,1,54","5,4,0,1","3,6,0,1","4,5,0,1","5,4,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
63,North America,"85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","1,0,0,99","85,5,0,10","85,5,0,10","85,5,0,10","80,10,0,10","60,30,5,5","30,60,5,5","60,30,5,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","60,30,5,5","30,60,5,5","60,30,5,5","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
63,South America,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","89,1,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
64,Africa,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
64,North America,"89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","60,30,5,5","30,60,5,5","60,30,5,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","60,30,5,5","30,60,5,5","60,30,5,5","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
64,South America,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
64,Oceania_NZ,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
64,Oceania,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
64,EurAsia,"89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
65,Africa,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
65,Oceania_NZ,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
65,Oceania,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
65,EurAsia,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","7,0,0,3","8,0,0,2","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
65,North America,"85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","1,0,0,99","85,5,0,10","85,5,0,10","85,5,0,10","80,10,0,10","60,30,5,5","30,60,5,5","60,30,5,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","60,30,5,5","30,60,5,5","60,30,5,5","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
65,South America,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","89,1,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
66,Africa,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
66,Oceania_NZ,"40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
66,Oceania,"40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
66,EurAsia,"89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
66,North America,"89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","60,30,5,5","30,60,5,5","60,30,5,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","60,30,5,5","30,60,5,5","60,30,5,5","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
66,South America,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","89,1,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
67,Africa,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
67,Oceania_NZ,"40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
67,Oceania,"40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
67,EurAsia,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","7,0,0,3","8,0,0,2","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
67,North America,"85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","85,5,0,10","1,0,0,99","85,5,0,10","85,5,0,10","85,5,0,10","80,10,0,10","60,30,5,5","30,60,5,5","60,30,5,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","60,30,5,5","30,60,5,5","60,30,5,5","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
67,South America,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","89,1,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
68,Africa,"88,2,0,10","88,2,0,10","88,2,0,10","88,2,0,10","88,2,0,10","88,2,0,10","88,2,0,10","1,0,0,99","88,2,0,10","88,2,0,10","88,2,0,10","88,5,0,7","93,5,0,2","88,10,0,2","93,5,0,2","88,5,0,7","88,5,0,7","88,10,0,2","88,5,0,7","88,10,0,2","88,10,0,2","93,5,0,2","88,10,0,2","93,5,0,2","88,10,0,2","75,0,0,25","88,10,0,2","8,0,0,2","8,1,0,1","8,1,0,1","8,0,0,2","35,10,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
68,Oceania_NZ,"40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
68,Oceania,"40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
68,EurAsia,"89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
68,North America,"89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","60,30,5,5","30,60,5,5","60,30,5,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","60,30,5,5","30,60,5,5","60,30,5,5","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
68,South America,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","89,1,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
69,Africa,"90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
69,Oceania_NZ,"25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","25,65,0,10","60,30,0,10","1,0,0,99","30,60,0,10","30,60,0,10","30,60,0,10","25,65,0,10","30,65,0,5","15,80,0,5","30,65,0,5","25,65,0,10","25,65,0,10","15,80,0,5","25,65,0,10","15,80,0,5","15,80,0,5","30,65,0,5","15,80,0,5","30,65,0,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,7,0,2","3,5,0,2","3,5,0,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
